average_rating,average_turnaround_time,brands,categories,city_address,district,email,google_maps_url,latitude,longitude,opening_hours,phone_number,price_range,reviews_count,shop_id,shop_name,shop_type,specialization_services,types,verified,warranty,warranty_provided,website,whatsapp_number
5.0,,"AMD, Corsair, Intel, Kingston, Razer, Samsung, Seagate, SteelSeries","CPU, Mice, SSD","Moratuwa 10400, Sri Lanka",Colombo,contact+col001@gc-computers-pvt-ltd.example,https://maps.google.com/?cid=6593021781284664177,6.795399799999999,79.899123,Monday: 8:30 AM – 6:30 PM | Tuesday: 8:30 AM – 6:30 PM | Wednesday: 8:30 AM – 6:30 PM | Thursday: 8:30 AM – 6:30 PM | Friday: 8:30 AM – 6:30 PM | Saturday: 9:00 AM – 6:30 PM | Sunday: 9:00 AM – 3:00 PM,071 974 5897,"11,000–41,000",520.0,COL001,GC Computers (PVT) LTD,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (12 mo),,,769925654
5.0,,"Acer, HP, Logitech","Audio, Batteries/Chargers","161, 1/1 Old Kottawa Rd, Maharagama 10280, Sri Lanka",Colombo,contact+col002@brilliant-technologies.example,https://maps.google.com/?cid=9063438684377141385,6.857907699999999,79.9161172,Monday: 8:30 AM – 7:30 PM | Tuesday: 8:30 AM – 7:30 PM | Wednesday: 8:30 AM – 7:30 PM | Thursday: 8:30 AM – 7:30 PM | Friday: 8:30 AM – 7:30 PM | Saturday: 8:30 AM – 7:30 PM | Sunday: 9:00 AM – 2:00 PM,077 684 0022,"25,000–37,500",178.0,COL002,Brilliant Technologies,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (12 mo),,https://www.facebook.com/brilliantech18/,725979438
5.0,,"Brother, Canon, Epson, HyperX, Logitech, Seagate, Sony, Toshiba, WD","Audio, HDD, Printers","GF-24, Mega City, 10150, Sri Lanka",Colombo,contact+col003@nd-computers.example,https://maps.google.com/?cid=6232506634333752711,6.8770964,79.9903999,Monday: 8:30 AM – 8:00 PM | Tuesday: 8:30 AM – 8:00 PM | Wednesday: 8:30 AM – 8:00 PM | Thursday: 8:30 AM – 8:00 PM | Friday: 8:30 AM – 8:00 PM | Saturday: 8:30 AM – 7:00 PM | Sunday: 8:30 AM – 7:00 PM,070 209 0846,"30,500–47,500",170.0,COL003,ND Computers,product_shop,,establishment;point_of_interest;store,Maybe,Yes (36 mo),,https://www.facebook.com/ndcomputers.lk,714379509
5.0,,"Crucial, Kingston, Redragon, TeamGroup","Keyboards, RAM","Battaramulla - Pannipitiya Rd, Pannipitiya 10230, Sri Lanka",Colombo,contact+col004@sri-softnet-branch.example,https://maps.google.com/?cid=10364540999197455167,6.8615354,79.9430149,Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 6:00 PM,076 535 7035,"17,000–28,500",9.0,COL004,Sri softnet branch,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,No,,,768944120
5.0,,"Corsair, Redragon, SteelSeries, WD","Mice, SSD","545, 1 Athurugiriya Rd, Malabe 10115, Sri Lanka",Colombo,contact+col005@3c-technologies.example,https://maps.google.com/?cid=939943038166306583,6.8960032,79.9597543,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: Closed,071 360 2302,"10,000–16,500",6.0,COL005,3C Technologies,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,No,,,706420756
4.9,,"Brother, Epson, HP, Orico","Other Accessories, Printers","296/3/b, Delpe Junction, Ragama 10100, Sri Lanka",Colombo,contact+col006@msk-computers.example,https://maps.google.com/?cid=10489258487740947355,7.021058999999999,79.9346673,Monday: 9:00 AM – 6:30 PM | Tuesday: 9:00 AM – 6:30 PM | Wednesday: 9:00 AM – 6:30 PM | Thursday: 9:00 AM – 6:30 PM | Friday: 9:00 AM – 6:30 PM | Saturday: 9:00 AM – 5:30 PM | Sunday: 9:00 AM – 5:30 PM,077 750 6939,"6,000–13,000",1143.0,COL006,MSK COMPUTERS,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (24 mo),,http://www.mskcomputers.lk/,778423569
4.9,,"Dell, LG, MSI, Sapphire, Seasonic, Thermaltake, WD, Zotac","GPU, HDD, Monitors, PSU","172, 12F Kandy Rd, Kadawatha 11850, Sri Lanka",Colombo,contact+col007@pc-clinic-pcc-kadawatha.example,https://maps.google.com/?cid=7664279001908060535,7.001567,79.95041189999999,Monday: 9:30 AM – 3:30 PM | Tuesday: 9:30 AM – 6:30 PM | Wednesday: 9:30 AM – 6:30 PM | Thursday: 9:30 AM – 6:30 PM | Friday: 9:30 AM – 6:30 PM | Saturday: 9:30 AM – 6:30 PM | Sunday: 9:30 AM – 6:30 PM,077 748 0102,"10,500–27,000",1073.0,COL007,PC Clinic / PCC - Kadawatha,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,No,,http://www.pcc.lk/,766534796
4.9,,"Cooler Master, Corsair, Lian Li, Logitech, Razer, SteelSeries, WD","Keyboards, Mice, PC Cases, SSD","No:37 School Ln, Colombo 00300, Sri Lanka",Colombo,contact+col008@nanotek-computer-solutions.example,https://maps.google.com/?cid=5975628527277163175,6.8968918,79.8563961,"Monday: 10:00 AM – 7:00 PM | Tuesday: 10:00 AM – 7:00 PM | Wednesday: 10:00 AM – 7:00 PM | Thursday: 10:00 AM – 7:00 PM | Friday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: Closed",077 729 2272,"9,500–41,500",754.0,COL008,Nanotek Computer Solutions,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (36 mo),,http://www.nanotek.lk/,773713407
4.9,,"Arctic, Corsair, LG, Logitech","Cooling, Keyboards, Monitors","286 2/1 Bandaranayake Mawatha, Moratuwa 00100, Sri Lanka",Colombo,contact+col009@rdf-computer-pvt-ltd.example,https://maps.google.com/?cid=9131739212234209756,6.7946453,79.9013615,Monday: 9:00 AM – 8:00 PM | Tuesday: 9:00 AM – 8:00 PM | Wednesday: 9:00 AM – 8:00 PM | Thursday: 9:00 AM – 8:00 PM | Friday: 9:00 AM – 8:00 PM | Saturday: 9:00 AM – 8:00 PM | Sunday: Closed,071 815 3455,"26,000–145,000",143.0,COL009,RDF Computer (Pvt) Ltd,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (24 mo),,http://www.rdfcomputer.com/,702323307
4.9,,"Anker, Baseus, HP, MSI, Toshiba, WD","Desktops, HDD, Other Accessories, Printers","371/B Sri Bodhi Rd, Gampaha 11000, Sri Lanka",Colombo,contact+col010@sstech-computers.example,https://maps.google.com/?cid=4100392309591265663,7.0877824,80.0113593,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: 9:00 AM – 7:00 PM,070 100 0069,"16,000–25,000",109.0,COL010,SSTECH Computers,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,No,,https://www.sstech.lk/,742311286
4.9,,"ASUS, Cooler Master, Deepcool, HP, LG, NZXT, Thermaltake","Batteries/Chargers, Cooling, Monitors, PSU","No: 36, Ward City Shopping Complex, Gampaha 11000, Sri Lanka",Colombo,contact+col011@central-computers.example,https://maps.google.com/?cid=16109954228870119151,7.092913299999999,79.9985263,Monday: 9:30 AM – 6:30 PM | Tuesday: 9:30 AM – 6:30 PM | Wednesday: 9:30 AM – 6:30 PM | Thursday: 9:30 AM – 6:30 PM | Friday: 9:30 AM – 6:30 PM | Saturday: 9:30 AM – 5:00 PM | Sunday: Closed,077 731 7417,"17,500–19,000",50.0,COL011,Central Computers,product_shop,,electrician;electronics_store;establishment;point_of_interest;store,Maybe,Yes (24 mo),,https://centralcomputers.lk/,770030881
4.8,,"ASUS, Brother, Canon, Corsair, Crucial, HP, Kingston","Motherboards, Printers, RAM, SSD","No.313, 1st Floor, Unity Plaza, Colombo 00400, Sri Lanka",Colombo,contact+col012@winsoft-technologies.example,https://maps.google.com/?cid=4665276859135370833,6.893556599999999,79.8552468,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: Closed,074 202 5468,"75,500–144,500",861.0,COL012,Winsoft Technologies,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,No,,https://www.winsoft.lk/,779667207
4.8,,"JBL, Logitech, Razer, Redragon, Sony","Audio, Mice","75 A Mirihana Rd, Nugegoda 10250, Sri Lanka",Colombo,contact+col013@gui-technologies.example,https://maps.google.com/?cid=4946120184784906700,6.8750998,79.900596,Monday: 9:00 AM – 8:00 PM | Tuesday: 9:00 AM – 8:00 PM | Wednesday: 9:00 AM – 8:00 PM | Thursday: 9:00 AM – 8:00 PM | Friday: 9:00 AM – 8:00 PM | Saturday: 9:00 AM – 8:00 PM | Sunday: 10:00 AM – 3:00 PM,077 747 6647,"2,500–15,500",317.0,COL013,GUI Technologies,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (6 mo),,,751540755
4.8,,"ASUS, Cisco, NZXT, Netgear, TP-Link, WD","Batteries/Chargers, Networking, PC Cases, SSD","Wardcity, Gampaha 11000, Sri Lanka",Colombo,contact+col014@green-tech-computers-pvt-ltd.example,https://maps.google.com/?cid=18225713494266820210,7.0934127,79.9975575,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 9:00 AM – 6:00 PM,0332 236 884,"12,500–17,000",101.0,COL014,Green Tech Computers Pvt LTD,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (12 mo),,https://www.gtcomputers.lk/,709671598
4.8,,"Baseus, Orico, UGREEN","Cables/Adapters, Other Accessories","Bauddhaloka Mawatha, Gampaha, Sri Lanka",Colombo,contact+col015@ideal-computers.example,https://maps.google.com/?cid=12735335306994339108,7.091633,79.9974605,Monday: 9:00 AM – 6:30 PM | Tuesday: 9:00 AM – 6:30 PM | Wednesday: 9:00 AM – 6:30 PM | Thursday: 9:00 AM – 6:30 PM | Friday: 9:00 AM – 6:30 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:30 AM – 12:30 PM,0332 228 099,"1,000–4,000",93.0,COL015,iDeal Computers,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (12 mo),,,756751593
5.0,,"Adata, Cooler Maste, Corsair, Crucial, NZXT, Seagate","Cooling, SSD","Bogamuwa, 62/A Kandy Rd, Yakkala 11870, Sri Lanka",Gampaha,contact+gam016@pcbuilders-lk-computer-solutions.example,https://maps.google.com/?cid=12220597038339438639,7.111491099999999,80.0518975,Monday: Closed | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM,076 762 9227,"10,000–23,000",247.0,GAM016,PCBUILDERS.LK - COMPUTER SOLUTIONS,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (12 mo),,http://www.pcbuilders.lk/,722200035
5.0,,"Anker, Baseus, Corsair, Deepcool, SteelSeries, UGREEN","Cooling, Keyboards, Other Accessories","872 Puttalam - Colombo Rd, Negombo 11500, Sri Lanka",Gampaha,contact+gam017@mentergo-totel-it-solution.example,https://maps.google.com/?cid=6152163189823617108,7.1825848,79.8603357,Monday: 9:00 AM – 7:30 PM | Tuesday: 9:00 AM – 7:30 PM | Wednesday: 9:00 AM – 7:30 PM | Thursday: 9:00 AM – 7:30 PM | Friday: 9:00 AM – 7:30 PM | Saturday: 9:00 AM – 7:30 PM | Sunday: Closed,0312 238 989,"3,000–3,500",70.0,GAM017,MenTergo Totel IT Solution,product_shop,,electronics_store;establishment;furniture_store;home_goods_store;point_of_interest;store,Maybe,Yes (24 mo),,http://www.mentergoit.com/,763803148
5.0,,"AOC, ASUS, Acer, Dell, MSI, Netgear","Batteries/Chargers, Laptops, Monitors, Networking","545, 1 Athurugiriya Rd, Malabe 10115, Sri Lanka",Gampaha,contact+gam018@3c-technologies.example,https://maps.google.com/?cid=939943038166306583,6.8960032,79.9597543,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: Closed,071 360 2302,"29,500–66,500",6.0,GAM018,3C Technologies,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (36 mo),,,702677952
5.0,,"Cooler Master, HyperX, Sony","Audio, PSU","6R4V+MRM, St Joseph's St, Negombo, Sri Lanka",Gampaha,contact+gam019@sky-computer-branch.example,https://maps.google.com/?cid=14709975180060111641,7.206712,79.8445382,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: 10:00 AM – 1:00 PM,071 421 4214,"8,500–31,000",2.0,GAM019,Sky Computer Branch,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (36 mo),,,726662145
4.9,,"Arctic, BenQ, Corsair, Dell, NZXT","Cooling, Laptops, Monitors, RAM","296/3/b, Delpe Junction, Ragama 10100, Sri Lanka",Gampaha,contact+gam020@msk-computers.example,https://maps.google.com/?cid=10489258487740947355,7.021058999999999,79.9346673,Monday: 9:00 AM – 6:30 PM | Tuesday: 9:00 AM – 6:30 PM | Wednesday: 9:00 AM – 6:30 PM | Thursday: 9:00 AM – 6:30 PM | Friday: 9:00 AM – 6:30 PM | Saturday: 9:00 AM – 5:30 PM | Sunday: 9:00 AM – 5:30 PM,077 750 6939,"283,500–319,000",1143.0,GAM020,MSK COMPUTERS,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (6 mo),,http://www.mskcomputers.lk/,728128656
4.9,,"Anker, Corsair, Gigabyte, Redragon, Sapphire, SteelSeries, Toshiba, WD","GPU, HDD, Keyboards, Other Accessories","172, 12F Kandy Rd, Kadawatha 11850, Sri Lanka",Gampaha,contact+gam021@pc-clinic-pcc-kadawatha.example,https://maps.google.com/?cid=7664279001908060535,7.001567,79.95041189999999,Monday: 9:30 AM – 3:30 PM | Tuesday: 9:30 AM – 6:30 PM | Wednesday: 9:30 AM – 6:30 PM | Thursday: 9:30 AM – 6:30 PM | Friday: 9:30 AM – 6:30 PM | Saturday: 9:30 AM – 6:30 PM | Sunday: 9:30 AM – 6:30 PM,077 748 0102,"1,500–8,500",1073.0,GAM021,PC Clinic / PCC - Kadawatha,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (36 mo),,http://www.pcc.lk/,709098909
4.9,,"Corsair, EVGA, JBL, Logitech, Razer, Thermaltake","Audio, Keyboards, PSU","No:37 School Ln, Colombo 00300, Sri Lanka",Gampaha,contact+gam022@nanotek-computer-solutions.example,https://maps.google.com/?cid=5975628527277163175,6.8968918,79.8563961,"Monday: 10:00 AM – 7:00 PM | Tuesday: 10:00 AM – 7:00 PM | Wednesday: 10:00 AM – 7:00 PM | Thursday: 10:00 AM – 7:00 PM | Friday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM | Saturday: 10:00 AM – 5:00 PM | Sunday: Closed",077 729 2272,"25,000–43,500",754.0,GAM022,Nanotek Computer Solutions,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,No,,http://www.nanotek.lk/,773713082
4.9,,"ASUS, Dell, Lenovo, Thermaltake","Batteries/Chargers, PSU","371/B Sri Bodhi Rd, Gampaha 11000, Sri Lanka",Gampaha,contact+gam023@sstech-computers.example,https://maps.google.com/?cid=4100392309591265663,7.0877824,80.0113593,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: 9:00 AM – 7:00 PM,070 100 0069,"16,000–26,500",109.0,GAM023,SSTECH Computers,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (36 mo),,https://www.sstech.lk/,748761500
4.9,,"Baseus, EVGA, Thermaltake, UGREEN","Cables/Adapters, PSU","No: 36, Ward City Shopping Complex, Gampaha 11000, Sri Lanka",Gampaha,contact+gam024@central-computers.example,https://maps.google.com/?cid=16109954228870119151,7.092913299999999,79.9985263,Monday: 9:30 AM – 6:30 PM | Tuesday: 9:30 AM – 6:30 PM | Wednesday: 9:30 AM – 6:30 PM | Thursday: 9:30 AM – 6:30 PM | Friday: 9:30 AM – 6:30 PM | Saturday: 9:30 AM – 5:00 PM | Sunday: Closed,077 731 7417,"17,000–32,000",50.0,GAM024,Central Computers,product_shop,,electrician;electronics_store;establishment;point_of_interest;store,Maybe,No,,https://centralcomputers.lk/,779890378
4.8,,"AMD, Corsair, Seagate, WD","CPU, HDD, PC Cases","110, 01/01 Veyangoda Rd, Minuwangoda 11550, Sri Lanka",Gampaha,contact+gam025@chama-computers-minuwangoda-chama-blazeex-store.example,https://maps.google.com/?cid=2330973758688805847,7.169452499999998,79.9526261,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 9:00 AM – 6:00 PM,077 722 3363,"90,000–131,000",1139.0,GAM025,Chama Computers- Minuwangoda | Chama BlazeeX Store,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (6 mo),,http://www.chamacomputers.lk/,776025196
4.8,,"ASUS, Acer, Apple, Brother, Epson, HP, Intel, Lenovo, MSI","CPU, Desktops, Laptops, Printers","No.313, 1st Floor, Unity Plaza, Colombo 00400, Sri Lanka",Gampaha,contact+gam026@winsoft-technologies.example,https://maps.google.com/?cid=4665276859135370833,6.893556599999999,79.8552468,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: Closed,074 202 5468,"318,000–449,500",861.0,GAM026,Winsoft Technologies,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (12 mo),,https://www.winsoft.lk/,708133386
4.8,,"Cooler Maste, D-Link","Cooling, Networking","75 A Mirihana Rd, Nugegoda 10250, Sri Lanka",Gampaha,contact+gam027@gui-technologies.example,https://maps.google.com/?cid=4946120184784906700,6.8750998,79.900596,Monday: 9:00 AM – 8:00 PM | Tuesday: 9:00 AM – 8:00 PM | Wednesday: 9:00 AM – 8:00 PM | Thursday: 9:00 AM – 8:00 PM | Friday: 9:00 AM – 8:00 PM | Saturday: 9:00 AM – 8:00 PM | Sunday: 10:00 AM – 3:00 PM,077 747 6647,"21,000–26,500",317.0,GAM027,GUI Technologies,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (12 mo),,,768845874
4.8,,"ASRock, Gigabyte, MSI, Seasonic","Motherboards, PSU","537D Chilaw - Colombo Main Rd, Negombo 11500, Sri Lanka",Gampaha,contact+gam028@softnet-computers.example,https://maps.google.com/?cid=5534299330207798971,7.2290959,79.8506846,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: Closed,077 255 3478,"56,000–121,500",167.0,GAM028,Softnet Computers,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (24 mo),,https://softnetcomputers.lk/,742218254
4.8,,"ASUS, Baseus, Corsair, Dell, Orico, Redragon, UGREEN","Batteries/Chargers, Keyboards, Other Accessories","Wardcity, Gampaha 11000, Sri Lanka",Gampaha,contact+gam029@green-tech-computers-pvt-ltd.example,https://maps.google.com/?cid=18225713494266820210,7.0934127,79.9975575,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 9:00 AM – 6:00 PM,0332 236 884,"4,500–43,000",101.0,GAM029,Green Tech Computers Pvt LTD,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,No,,https://www.gtcomputers.lk/,756198842
4.8,,"ASUS, BenQ, Cooler Master, Gigabyte, MSI, Samsung, Thermaltake","Monitors, Motherboards, PSU","Bauddhaloka Mawatha, Gampaha, Sri Lanka",Gampaha,contact+gam030@ideal-computers.example,https://maps.google.com/?cid=12735335306994339108,7.091633,79.9974605,Monday: 9:00 AM – 6:30 PM | Tuesday: 9:00 AM – 6:30 PM | Wednesday: 9:00 AM – 6:30 PM | Thursday: 9:00 AM – 6:30 PM | Friday: 9:00 AM – 6:30 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:30 AM – 12:30 PM,0332 228 099,"79,000–109,500",93.0,GAM030,iDeal Computers,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,No,,,767148924
5.0,,"ASUS, Arctic, Corsair, Kingston, NVIDIA, NZXT, Samsung, Seagate, Zotac","Cooling, GPU, SSD","Moratuwa 10400, Sri Lanka",Kalutara,contact+kal031@gc-computers-pvt-ltd.example,https://maps.google.com/?cid=6593021781284664177,6.795399799999999,79.899123,Monday: 8:30 AM – 6:30 PM | Tuesday: 8:30 AM – 6:30 PM | Wednesday: 8:30 AM – 6:30 PM | Thursday: 8:30 AM – 6:30 PM | Friday: 8:30 AM – 6:30 PM | Saturday: 9:00 AM – 6:30 PM | Sunday: 9:00 AM – 3:00 PM,071 974 5897,"11,500–22,000",520.0,KAL031,GC Computers (PVT) LTD,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (6 mo),,,767963235
5.0,,"ASUS, Brother, Canon, Cooler Master, Corsair, HP, Razer, Thermaltake","Mice, Motherboards, PC Cases, Printers","229 Agalawatta - Matugama Rd, Matugama 12100, Sri Lanka",Kalutara,contact+kal032@rltechzone-pvt-ltd-mathugama.example,https://maps.google.com/?cid=16074845525968090153,6.5239683,80.1209922,Monday: 9:00 AM – 7:00 PM | Tuesday: 9:00 AM – 7:00 PM | Wednesday: 9:00 AM – 7:00 PM | Thursday: 9:00 AM – 7:00 PM | Friday: 9:00 AM – 7:00 PM | Saturday: 9:00 AM – 7:00 PM | Sunday: 9:00 AM – 7:00 PM,076 585 9500,"19,000–57,000",168.0,KAL032,rltechzone (pvt) ltd - mathugama,product_shop,,electronics_store;establishment;point_of_interest;store,Maybe,Yes (36 mo),,,760218373
